feature,importance
ceremonie,0.0015131791147884478
de education,0.0015111588121648409
carte,0.001510739685280633
de cette,0.0015102675763227704
gratuite,0.0015095179305425828
difficultes au,0.0015063881032857177
lui,0.0015062550426231697
le lancement,0.0015052015130888846
de composer,0.001503813940434728
admis,0.0015037223991162785
apres avoir,0.0015032912609676738
matiere,0.0015028505998561374
sankara,0.0015012200138972045
thomas,0.0015012200138972045
thomas sankara,0.0015012200138972045
universite thomas,0.0015012200138972045
formations,0.0014983034555446128
groupe,0.0014968363305440323
stage,0.0014967289703112332
inaccessibilite,0.001496402395851219
inaccessibilite de,0.001496402395851219
delegation de,0.0014963973733399811
18 aout,0.0014905677188251458
premier ministre,0.0014905677188251458
kyelem,0.0014905677188251458
apollinaire,0.0014905677188251458
on des,0.0014898885048993922
03,0.001489272811974405
65,0.0014890056957200125
CITADEL,0.0014888970717543116
accessibilite,0.0014860303065780444
aujourd hui,0.0014854426118151268
aujourd,0.0014854426118151268
hui,0.0014854426118151268
le premier,0.0014851453363744953
zero,0.0014843365503942757
le centre,0.0014841016817047248
ailleurs,0.0014828799501167237
pourquoi,0.0014826733342809388
compositions sur,0.0014821495019824746
l2,0.0014810334489699295
burger,0.0014802037929007366
sait,0.0014795824266986381
ayant,0.0014789921175660445
collaboration,0.0014788064766571782
plateforme est,0.0014778457793195635
que nous,0.0014760651139795354
nos tutoriels,0.0014759038853373822
bf decouvrez,0.0014759038853373822
tutoriels de,0.0014759038853373822
decouvrez nos,0.0014759038853373822
les membres,0.001475857890834258
vers,0.0014758478580969392
rentree,0.0014754137221835366
de notre,0.0014752877783804318
17,0.0014750944873090904
invite,0.001473581842492429
tout est,0.0014722925500790182
fait au,0.0014713002800194204
08h 15h,0.0014713002800194204
whatsapp com,0.001467136046610108
chat,0.001467136046610108
chat whatsapp,0.001467136046610108
femmes,0.0014669176235751445
polytechnique,0.0014628497255209224
subvention,0.0014625620861406017
cita,0.0014591876725419466
charge,0.0014584015144943016
jours,0.0014564875176850721
ligne et,0.0014564331456289172
oui les,0.001456382680338928
inaugure,0.0014556000952896712
et devoirs,0.0014529629545880947
2024 2025,0.0014528008251183766
facebook com,0.0014512928058616585
accueil et,0.0014500129129521755
et information,0.0014500129129521755
rencontre accueil,0.0014500129129521755
auf_org,0.0014485015127493825
faso le,0.0014464162358268041
digitalmagazine,0.0014461256281511677
digitalmagazine bf,0.0014461256281511677
faso digitalmagazine,0.0014461256281511677
bf 2023,0.0014461256281511677
2023 08,0.0014461256281511677
20 bur,0.0014461256281511677
bur,0.0014461256281511677
08 20,0.0014461256281511677
pratique,0.0014446923329325592
chaque etudiant,0.0014441675372769487
technologies,0.0014440883483659338
via,0.001443949973298411
de pouvoir,0.001443446456616081
sessions de,0.0014359716132751913
these,0.0014357795458394445
mission,0.0014352635578070469
questions 6j39,0.001434178233867007
connexion les,0.001432708006983156
faso les,0.001430758159206791
lieux,0.0014299307275916515
bfmtv,0.0014285511910711265
bfmtv com,0.0014285511910711265
pense,0.0014281903659057378
je pense,0.0014281903659057378
je peux,0.001426916932491534
alors,0.0014257562107205589
rien probleme,0.0014253893449029309
interdisciplinaire en,0.001423282490028137
stable,0.0014214301585259471
226,0.0014211344069850033
avec des,0.0014211258484895292
CITADEL FELLOWS,0.0014206112751220254
FELLOWS,0.0014206112751220254
bf appel,0.0014171265523562086
uvbf en,0.001416802194363502
en compte,0.0014163467693424062
ils ont,0.001414700655423322
kyelem de,0.001414335095629121
tambela,0.001414335095629121
apollinaire joachimson,0.001414335095629121
de tambela,0.001414335095629121
joachimson kyelem,0.001414335095629121
joachimson,0.001414335095629121
des universites,0.0014142817431906961
places,0.0014139149223025278
de intelligence,0.001411377871017752
le professeur,0.0014100089672075154
professeur,0.0014100089672075154
formation en,0.001409994467961095
que est,0.0014095354523965392
obtention,0.0014088171205299859
du public,0.001408182256919337
composition en,0.0014080357165483772
entre les,0.001407389317076695
trois,0.0014070791247770905
etaient,0.001406285932862623
bf la,0.001406271641720112
de deux,0.0014059782864848367
des responsables,0.0014046794276895299
demandes,0.0014038749899623706
fada,0.0014027564383116368
explique,0.0014013407192670856
rappel,0.0014001598620164305
mauvais,0.0013997394229185555
leparisien,0.0013993399299984087
leparisien fr,0.0013993399299984087
repondre,0.0013988585065998326
meme si,0.0013985302123379398
sis ouaga,0.0013982172022860202
dans peu,0.0013968085573848352
soir,0.0013953187027216794
mai 2022,0.0013946720620252413
delai,0.0013937341903026853
zongo universite,0.0013926916650744306
ヒヒる bf,0.0013910805132118724
ヒヒる,0.0013910805132118724
questions 2mwi,0.0013910805132118724
finale,0.0013908050613607083
programme de,0.001389845763939382
connexion et,0.001386461401647691
soit,0.0013861009874255315
quartier,0.0013842573836153065
chers etudiants,0.0013833135383770198
famille,0.0013824887980388536
pression,0.001382451775986046
il des,0.001382097133289864
etudiantes,0.0013812455689412413
uv les,0.001381064452175822
la filiere,0.0013807937350529711
trop de,0.0013807522123708222
ouagadougou espace,0.0013807511561940544
tambela inaugure,0.0013807511561940544
administrative,0.001379764771105289
information pour,0.0013790459901231575
tech,0.0013781553577570447
canicule,0.0013776224441747569
www youtube,0.0013769956849184772
des problemes,0.001374528161749595
de uvbf,0.0013731291957369063
ce vendredi,0.0013722995066805643
une bonne,0.0013716853518595062
la recherche,0.001370687744015246
cette opportunite,0.0013700590552300394
soyez,0.0013694416757996473
15h chaque,0.001368386309267643
uvt_tunisie,0.0013669029227033748
uvt_tunisie uvs_senegal,0.0013669029227033748
uvciv bienvenue,0.0013669029227033748
deplacer,0.0013668769571266687
intelligenceartificielle,0.001365661182243627
connaissances,0.0013645212275468044
villes,0.0013637982169290702
cour,0.0013625428250324625
connaissance des,0.0013622787920347249
depuis,0.0013615887527978828
et je,0.0013605594428363968
il est,0.0013587150004050516
peut etre,0.001357862254520878
la premiere,0.0013572645541002346
regions,0.001356383668072672
marque,0.0013561501436494326
des td,0.001355689266161597
publique,0.0013554502218248376
et autres,0.0013519007613290155
entreprises,0.0013515972342164628
formation et,0.0013509088097074747
nous permet,0.001350406764468087
si tu,0.0013494654197860115
face,0.0013493100460316766
les universites,0.001349115682107864
fait de,0.001348372630787644
de nos,0.0013478094420438722
fixe,0.0013458569277835096
connexion pour,0.0013447895536502752
puce de,0.0013433362616948699
maniere dont,0.0013417771348605322
les puces,0.001341508649321129
les candidats,0.0013399698279332483
virtuel,0.0013385963181715215
grand merci,0.0013365524674591588
mis,0.0013347138184077964
international,0.001334024903114467
ma,0.0013340028376840928
maitrise de,0.0013331990321327996
rel,0.0013330900840543836
demain,0.0013327698227865571
theme du,0.001330186476865591
de vous,0.001329653923478914
du master,0.0013281856973347455
le cas,0.001327122111912138
fellows,0.0013270369992175748
flexibles,0.0013256367425025686
citadel uvbf,0.0013247235338375877
liees aux,0.0013245394404269068
conference,0.0013244108054607643
panel,0.001324282861916213
un etudiant,0.0013242337858205078
dossier de,0.0013211183283404393
le site,0.001321028612197237
effectue,0.0013205398567419716
la subvention,0.0013196790329498152
domaine,0.0013183866916633485
pw3c,0.001317414141425389
questions pw3c,0.001317414141425389
paiement,0.0013160560632049477
depot,0.0013160182151285382
mon ordinateur,0.0013152352262644535
les etudes,0.0013145462414668253
pour faciliter,0.0013144979061779217
28,0.0013142980145534528
insuffisant,0.0013128590061175147
des surveillants,0.0013123084227247227
open,0.0013107988209713484
internet https,0.0013106883082432132
site internet,0.0013106883082432132
virtuelle offre,0.0013101105273596023
septembre 2022,0.001308441073873663
et une,0.0013078330938655466
la machine,0.0013073352815815172
comment savoir,0.0013068644774174344
savoir si,0.0013068644774174344
on ete,0.0013068644774174344
certains etudiants,0.001303792992695021
exercices,0.0013029525009377561
ensemble,0.0013029331343734003
vous etes,0.0013028361836453142
etes,0.0013028361836453142
partout,0.0013019592875100244
periode,0.0013017869748981844
octobre 2022,0.0013009613959163255
avril,0.0013003610928932824
choses,0.001300229524778265
ouagadougou epo,0.0012995788874383253
polytechnique de,0.0012995788874383253
ecole polytechnique,0.0012995788874383253
epo,0.0012995788874383253
fait que,0.0012994219892305244
de sa,0.001299418473023925
modele,0.001299075383194044
bf1,0.0012978961110158716
nombreux,0.0012969896479819551
pense que,0.0012969296211410998
prof,0.0012965814520591306
citadel fellows,0.0012960460699152846
nombre,0.0012956510553029927
administrative et,0.0012953719966201705
opportunites,0.0012950455934589483
artificielle pour,0.0012939068114774222
sommatives qui,0.00129306476334555
evaluations sommatives,0.00129306476334555
sommatives,0.00129306476334555
corrections,0.0012926024622328571
au 24,0.0012919610070342997
besoins,0.001291228027262198
partie,0.0012896928743088949
etudiant de,0.0012893402772094643
realisation,0.0012889764375520324
la realisation,0.0012889764375520324
constituent,0.0012876881886768807
les defis,0.0012847838634141308
le manque,0.001284434399421953
la session,0.0012840348227461068
apres les,0.001283058769594792
facebook live,0.0012829107882139507
entierement,0.0012821661437620391
le deroulement,0.0012821511207938398
gugustt auf_org,0.0012804232024146859
aout 2022,0.0012800716249694712
pas encore,0.001279447879181275
excellence interdisciplinaire,0.0012794035912942429
connexion qui,0.001277531362469832
de correction,0.001277034810584304
travaux,0.001276427256164786
main theme,0.0012746911764391316
collaboration avec,0.0012730199416222153
en collaboration,0.0012730199416222153
economie,0.0012712482330035158
com watch,0.0012707933948715151
watch,0.0012707933948715151
la delegation,0.0012704328059340855
les bonnes,0.0012698841070070668
sont bien,0.0012697109700414053
les informations,0.0012693861735834752
des consequences,0.001268800438305381
consequences,0.001268800438305381
lwili,0.0012677943184220223
deja,0.0012675487306311583
le parisien,0.0012671114967053962
chelles condamne,0.0012671114967053962
condamne,0.0012671114967053962
enfants pour,0.0012671114967053962
sejour source,0.0012671114967053962
faciliter obtention,0.0012671114967053962
reconnu des,0.0012671114967053962
titres,0.0012671114967053962
titres de,0.0012671114967053962
avoir reconnu,0.0012671114967053962
des enfants,0.0012671114967053962
de sejour,0.0012671114967053962
obtention de,0.0012671114967053962
chelles,0.0012671114967053962
source le,0.0012671114967053962
condamne apres,0.0012671114967053962
de titres,0.0012671114967053962
parisien,0.0012671114967053962
connection,0.0012643401094184475
2021 2022,0.0012636375571107215
vbf,0.001263127784910874
le groupe,0.0012623393085059375
ai eu,0.0012614576381027596
evaluation la,0.0012594086267856655
de son,0.001258877179133173
apprentissage en,0.001254766271175084
juste,0.00125464413369882
federation,0.0012541538761501546
cherte,0.0012526851874332093
la cherte,0.0012526851874332093
invites,0.0012526418246020113
enseignement distance,0.0012515967274246485
ceremonie de,0.0012508215741718538
dedougou,0.0012498999849747078
ouahigouya,0.0012486104749774747
enjeux,0.0012481925080735027
en octobre,0.0012466512706357893
cours la,0.0012464091364526267
des mega,0.001246198132494648
region,0.0012456299800507847
dispenses,0.0012444404696301038
munir,0.0012435565859569703
se deplacer,0.0012425567345575913
permettre,0.0012420356573118537
ils peuvent,0.0012417702738340656
informe les,0.0012417702738340656
dessous qu,0.0012417702738340656
universite publique,0.001240570578215377
flexibilite de,0.0012394369390926667
formation sur,0.0012393476523708694
retards,0.001239143162531264
occasion,0.0012382794981159637
mars 2022,0.0012382424906859618
siao,0.0012378978423503496
1ere,0.0012376225490711929
open spotify,0.0012373701112413883
esse hit,0.0012373701112413883
esse,0.0012373701112413883
ouca esse,0.0012373701112413883
com track,0.0012373701112413883
ouca,0.0012373701112413883
scientifique des,0.0012369884247209922
offre de,0.0012355362403761775
outil informatique,0.001235203437580321
on pas,0.001234500981643251
composer les,0.0012310466507966936
machines,0.0012308366266817112
cette annee,0.0012298516398770991
gourma,0.0012292061945938224
de fada,0.0012292061945938224
fada gourma,0.0012292061945938224
boni universite,0.0012292061945938224
pouvoir suivre,0.001228677317344223
difficultes liees,0.0012255827051552938
ない boxfresh,0.00122519558993806
ない,0.00122519558993806
questions 95s5,0.00122519558993806
les details,0.0012233039498071969
mode,0.0012226704855021046
en cas,0.0012217300612924905
et leurs,0.0012214286019951327
presente,0.0012201884770586724
16h,0.0012180162291162244
celui,0.0012165397923039262
fouille,0.0012152343862227172
fouille de,0.0012152343862227172
part et,0.0012142589451473351
de part,0.0012142589451473351
consulter les,0.001213782738803066
complementaire de,0.0012135123607218733
pour ce,0.0012129241926759243
resultats du,0.001212045697915493
les megas,0.0012111489440269727
de fin,0.0012101479843944995
que apprecie,0.0012087188944825192
points,0.0012085262441860266
moyens,0.0012077452957356474
animee par,0.001207710071967281
animee,0.001207710071967281
gens,0.0012062058013986307
et pedagogique,0.0012061245383448672
autres universites,0.0012058632144165407
en matiere,0.0012058472881299903
pourtant,0.0012053776552341103
avenir,0.0012050771532927827
2022 pour,0.0012048989723688836
peu de,0.0012038207567629919
ton,0.0012035247331216863
2023 2024,0.0012027295295955554
lefaso net,0.0012000691442044774
lefaso,0.0012000691442044774
2022 avec,0.0011996846003787347
comme un,0.0011969082483957315
devouement,0.0011958932498670153
virtuelle au,0.0011956074383615693
cfbf,0.0011951851588832163
distribution des,0.001193937216934507
distribution,0.001193937216934507
question,0.0011933223349493232
rdv,0.0011922381166077096
citadel lance,0.001191876115320365
retrait de,0.0011913981719389327
deux 02,0.001190922931104643
ya des,0.0011907072920062083
innovation universite,0.0011895500067711936
travailleurs,0.0011889694512743456
les travailleurs,0.0011889694512743456
officiel du,0.0011888681554075831
nouveau,0.0011887188421541319
seinar,0.0011877113079264217
capacites,0.001187553684826892
la famille,0.0011872689112907577
applications,0.0011859513781692873
uvbf est,0.0011857442659267575
tic,0.0011844847300519956
dossiers,0.0011833833904318157
constituent une,0.0011828304862587448
realite,0.0011827491299190088
souhaite,0.001182465962727781
enseignement et,0.0011822298814584938
ont toujours,0.0011820648166700294
pas trop,0.0011809300943471568
19 au,0.0011802146251385923
leur soutien,0.0011791951863206994
merci citadel,0.0011791951863206994
les docteurs,0.0011790401023437803
tour,0.0011771698446307792
connecte,0.001175972655730838
en attendant,0.0011758127446805091
attendant,0.0011758127446805091
la plupart,0.0011753793170026275
plupart,0.0011753793170026275
machine learning,0.001175116670465105
salle,0.0011750988248918133
nouveauxetudiants formationenligne,0.0011747297033745461
uvbf rentree2024,0.0011747297033745461
rentree2024 nouveauxetudiants,0.0011747297033745461
nouveauxetudiants,0.0011747297033745461
formationenligne,0.0011747297033745461
formationenligne accueiletinformation,0.0011747297033745461
accueiletinformation,0.0011747297033745461
tous uvbf,0.0011747297033745461
inscrire,0.001173583144373316
honneur,0.00117290354201845
des frais,0.0011721894203931458
de citadel,0.0011721713905813239
du tout,0.0011716719233173284
vis,0.0011714153755647584
pour beneficier,0.0011708136118398287
acces aux,0.0011701077618571651
recrutement universite,0.00116828224391862
academiques,0.001166875514178853
dans mon,0.0011667076799217282
le citadel,0.001166419799752949
doit se,0.0011654503310332743
etudiant doit,0.0011654503310332743
sa cnib,0.0011654503310332743
munir de,0.0011654503310332743
cnib pour,0.0011654503310332743
cnib,0.0011654503310332743
se munir,0.0011654503310332743
academique 2021,0.0011649465974145727
etudiants et,0.001162948202046832
role,0.0011624485721467407
suite,0.00116145921823251
automatique,0.0011613501049250001
gourma universite,0.001159235965985694
le domaine,0.0011588347059136635
domaine de,0.0011588347059136635
sous,0.0011584412154638601
nombre de,0.001157945874098113
experience,0.0011561952628522472
recrutement sur,0.0011557664524884925
webinaire,0.0011549080237972923
officiel de,0.001154617674978117
avant le,0.001153704652082481
par ailleurs,0.0011533763917310584
te,0.0011528783285630147
absence,0.001152504002790314
qui constituent,0.0011516685614505898
une difficulte,0.0011516685614505898
tache,0.001150825809619025
la tache,0.001150825809619025
vous devez,0.001150457594743207
devez,0.001150457594743207
cc,0.0011486985761115934
laureats,0.0011484389412731004
je vous,0.0011483405074616346
cour en,0.0011467754336420316
itaun,0.0011467131472195338
titinto_ bissyandef,0.0011467131472195338
rdiuskaf titinto_,0.0011467131472195338
openburkina rdiuskaf,0.0011467131472195338
ia en,0.0011467131472195338
francophone,0.0011465197345399691
avons pas,0.0011457177279370469
plus que,0.0011454390464948542
cafdo_officiel,0.001145289735832887
beneficier de,0.0011430604400549313
ouverts,0.0011421712314256777
manquent,0.0011421708887689157
chuyalgado,0.0011418320670141206
invitation intelligence,0.0011418320670141206
rdiuskaf chuyalgado,0.0011418320670141206
voici,0.0011415200864292293
concretes dans,0.0011410727153625666
region laprovence,0.0011410727153625666
concretes,0.0011410727153625666
consequences concretes,0.0011410727153625666
pas les,0.0011386357598006374
sc,0.0011383262403502664
des competences,0.0011344744645658314
sciences de,0.0011326409001174821
electronique,0.001132067080753844
un grand,0.001131095620503381
presence des,0.0011307859256631067
projets,0.0011304667341325353
de partager,0.0011296963538214655
hier,0.0011294892573351872
professionnels,0.001129386395875104
tard,0.0011284688642345451
reflechir,0.0011283568422114046
met,0.0011278254643830204
etudiant un,0.0011259861852276221
avec vous,0.0011253891897374923
par des,0.00112427800238249
la selection,0.001124092326585194
selection,0.001124092326585194
dans cette,0.0011236097543728643
sont disponibles,0.0011234217836695094
fonctionnaires,0.0011221493687593239
si vous,0.0011209935049416948
aux questions,0.0011200012534826745
or,0.00111942764511667
explication,0.0011193923436781808
ordinateurs de,0.0011190512470518536
disent,0.0011189243484606651
dernier,0.0011189023523561956
conditions merci,0.0011185880070549606
sommes,0.0011173136495517895
le devouement,0.0011168438444423825
maison,0.001116305137168704
le systeme,0.0011158843436784424
appui,0.0011152320766263221
la comprehension,0.001114740561743071
facon,0.0011138634155929146
mes,0.0011138540852096135
plateforme pour,0.0011137300543128702
burkina uv,0.0011121949981151191
de ordinateur,0.0011086216053714777
les td,0.0011079708016978173
pas eu,0.0011073247577942811
tenu,0.001106487402534451
indaba,0.0011063007268608026
de suivi,0.0011053417692157967
du 19,0.0011053413726169058
mais la,0.001103610080313557
plus bit,0.0011035625508128053
le cour,0.0011035624652533929
jusqu au,0.001103370256230465
etudiants le,0.001102478696193789
permettent,0.0011022192411320212
retrait pour,0.0011012296229982075
faso nous,0.0011006713744735309
etudiants pour,0.0011004455788145566
ses etudiants,0.001100217714194231
agence,0.001099838668504689
meme pas,0.0010997970842767724
construction,0.0010991708014123334
dans toutes,0.001099100875883841
on rencontre,0.0010980517612056047
faso sis,0.001095143188124808
talk_invitation,0.0010950605169281168
postulez,0.0010946983856003703
la rentree,0.001094259134403749
cybersecurite,0.001092780980360524
son ordinateur,0.0010898502053677665
seule,0.0010887508794066628
index,0.0010884745333853583
donner,0.0010872476979474628
coupures,0.0010871555566188695
最高150あるかないかてすから boxfresh,0.001087100216758887
下手てす 最高150あるかないかてすから,0.001087100216758887
questions 4afv,0.001087100216758887
下手てす,0.001087100216758887
最高150あるかないかてすから,0.001087100216758887
faso lien,0.0010870753077535109
reduire,0.0010869919431535462
souvent les,0.001086522958520278
universite est,0.001086387798573022
faite,0.0010863398976405504
les inscriptions,0.0010861207385288525
completement,0.0010852283082113984
felicitations aux,0.0010849833372350592
rdiuskaf estellenassouri,0.0010848941125994158
ai4dev openburkina,0.0010848941125994158
estellenassouri,0.0010848941125994158
difficultes que,0.0010843286009346747
pour moi,0.0010842437438857916
en savoir,0.0010838958507757258
2023 partir,0.0010830405150591364
souvent le,0.0010819365826770931
et du,0.0010810742717757304
la puce,0.0010809597450475623
la liste,0.0010807893412345996
inscrivez,0.0010781971314402544
effet,0.0010780478789890312
mois une,0.0010770848166290357
en mois,0.0010770848166290357
en droit,0.0010751395777652594
ajouter,0.0010749470525556937
francaise,0.0010738474860825331
des donnees,0.0010731102768246272
demande,0.0010726073827999416
16h00,0.0010720718791710868
de 16h00,0.0010720718791710868
16h00 gmt,0.0010720718791710868
bf lien,0.0010706223640078937
digital campus,0.0010705211052317355
projet africa,0.0010705211052317355
africa digital,0.0010705211052317355
citadel bf,0.001070241962043739
cette session,0.0010699486971332973
uohg,0.0010690736623270678
uohg universite,0.0010690736623270678
de ouahigouya,0.0010690736623270678
ouahigouya uohg,0.0010690736623270678
une visite,0.001068669380443253
effectue une,0.001068669380443253
10go,0.0010682600199696333
besoin,0.001064912472271351
modele de,0.0010647006520388795
menu,0.0010643898808791337
moins une,0.0010641682769583758
en moins,0.0010641682769583758
ressources,0.0010628492928840157
cause des,0.0010628404282992106
le non,0.0010627086167842685
communication et,0.0010626410282325335
koudougou,0.0010620782546169906
etudiants des,0.0010605946120965293
acteurs,0.0010601021979196618
lance en,0.0010599679083102458
candidature lance,0.0010599679083102458
siege de,0.0010597852530450336
pedagogiques,0.001059721709660631
ouily,0.0010561009101025221
hamed,0.0010561009101025221
hamed joseph,0.0010561009101025221
joseph ouily,0.0010561009101025221
correction lors,0.0010555423180401457
ordinateur pour,0.0010549976950484292
dispensation,0.0010548837500535338
dispensation des,0.0010548837500535338
la dispensation,0.0010548837500535338
normalement,0.0010545980434188544
efforts,0.001054326769951619
boulevard,0.001054277503872057
equipement,0.0010540738575387223
de construction,0.0010540738575387223
mianseh,0.0010539175914487694
en sciences,0.001053097238330735
dans un,0.0010518771416938417
le mode,0.0010509380797686723
mondiale,0.0010503837132909422
vous en,0.0010503509746681993
mon rythme,0.001049698182318739
rejoignez,0.0010490857355007926
idee,0.0010489192984377705
ird,0.0010481672948862311
agrandie,0.0010480307334636407
apres uvt_tunisie,0.0010480307334636407
et uvciv,0.0010480307334636407
uvs_senegal et,0.0010480307334636407
bienvenue universite,0.0010480307334636407
famille agrandie,0.0010480307334636407
school,0.0010463474502500046
pouvait,0.0010458550354667218
on pouvait,0.0010458550354667218
40,0.001045704811715354
ly seminaire,0.001044787929901503
seminaire ia,0.001044787929901503
voici les,0.0010440480864533697
parce,0.0010437789353370055
les filieres,0.0010430906833465386
dans une,0.0010426156568729761
lien de,0.0010424273791590137
com_gouv_bf sigburkina,0.001042341206616325
sigburkina,0.001042341206616325
com_gouv_bf,0.001042341206616325
sigburkina burkinafaso,0.001042341206616325
innovantes,0.0010417921421323466
sans pression,0.0010412423167938765
ici bit,0.0010407309258051486
retrouver,0.00104048227883483
africaine,0.0010390646041979878
pour ceux,0.001038971479962148
finir,0.001038116155627821
se connecter,0.0010379403925960934
connecter,0.0010379403925960934
donner les,0.0010376867313240637
date limite,0.0010376332240544558
bf est,0.0010372634726710016
parcours,0.0010363816054652915
de recherche,0.0010346635679141585
que on,0.0010343066914610215
du 20,0.0010338032458956756
on ne,0.0010329258131600402
non maitrise,0.0010317160332535525
vu,0.0010315318943270816
comme difficultes,0.001031302004829694
mauvaise,0.001031081209795735
openburkina bissyandef,0.0010293977526622828
instagram,0.0010285773414594962
inch,0.0010281991961707362
au pays,0.0010281991961707362
les lignes,0.0010281991961707362
mon quartier,0.0010281991961707362
lignes bougent,0.0010281991961707362
bougent,0.0010281991961707362
finition,0.0010281991961707362
finition dans,0.0010281991961707362
hommes integres,0.0010281991961707362
lignes,0.0010281991961707362
bougent au,0.0010281991961707362
peu inch,0.0010281991961707362
pays des,0.0010281991961707362
quartier dans,0.0010281991961707362
integres,0.0010281991961707362
allah,0.0010281991961707362
pleine finition,0.0010281991961707362
inch allah,0.0010281991961707362
des hommes,0.0010281991961707362
comprendre les,0.0010281518304365849
difficile de,0.0010267829021137216
inscrivez vous,0.001026294104268968
des bacheliers,0.0010255126783023571
aller retour,0.001023761998833198
etudiants ne,0.001023193380358732
au public,0.0010225091689297508
disparition,0.0010219725455515522
recu leurs,0.0010219175663217265
sankara universite,0.001021896665795856
sur des,0.0010210274960386566
aspect,0.0010204768866733667
les reclamations,0.0010204320174483357
06,0.001019948501888063
que le,0.0010198562715401387
equipement partiel,0.0010190070588682776
partiel installes,0.0010190070588682776
installes,0.0010190070588682776
les coordonnateurs,0.0010190070588682776
et equipement,0.0010190070588682776
construction et,0.0010190070588682776
coordonnateurs du,0.0010190070588682776
coordonnateurs,0.0010190070588682776
partiel,0.0010190070588682776
remplir,0.001018565520272529
bonnes fetes,0.0010183934510199892
rdiuskaf ai4dev,0.0010183934510199892
ce mardi,0.0010169291045513443
dg,0.0010155239295632818
dg de,0.0010155239295632818
les compositions,0.0010142379076022215
pas stable,0.00101412015810514
scientifique et,0.0010139475898504546
de ce,0.0010123752630033823
qualite du,0.0010121473514370166
04,0.0010120094608688207
meme que,0.001011350746842852
et cela,0.001010292144398512
au vendredi,0.0010098911955689995
devoirs on,0.001009820436583686
souvent on,0.0010096948147507168
grande,0.001009399351615015
rapide,0.001008702390278508
negatif,0.0010086641066260461
science,0.0010081387775051733
paiement des,0.0010080197169052463
deposer,0.0010071309400196563
de nous,0.0010058116292146694
le octobre,0.0010050799691512066
pour plus,0.0010050654780200227
en l2,0.0010050509375242572
services,0.0010050465584415013
aucun,0.0010047145649054825
aider,0.0010046373842347563
du 1er,0.0010044720736860522
qu elle,0.0010043011480029198
france,0.00100284999338855
faso est,0.001001358284762931
expliquer,0.001000994331348697
cita sc,0.0010008552259199988
sc 2022,0.0010008552259199988
cours par,0.001000764670428905
moderne,0.0010006166360696889
de role,0.0010005826498439806
sent,0.0010005826498439806
role ca,0.0010005826498439806
ca sent,0.0010005826498439806
merci aux,0.0010001492908187919
reclamation,0.0009999680565737177
certains cours,0.0009998601814644118
parallele,0.0009989039458552465
en parallele,0.0009989039458552465
de dedougou,0.0009984723275156117
enseignants et,0.0009982981344188921
participants,0.0009982877204176524
virtuelle de,0.0009982855247923634
pu,0.0009980094506583438
des sessions,0.0009976888935863668
salifou,0.0009959375361317153
ta,0.0009957459992118774
tutoriels video,0.0009941475523964802
enfin,0.000993735474955353
et pour,0.0009937287939593312
format,0.0009923419066666453
de prendre,0.0009918002245169863
fait qu,0.0009913268592581187
chaine youtube,0.000991194944028854
chaine,0.000991194944028854
marketing,0.0009901695904362153
vrai,0.000990120438586089
charge de,0.000989729187839381
universite se,0.0009888107036551002
gmt inscription,0.0009884278661355826
pour cette,0.0009883788957667796
connaissance du,0.0009881515694981017
font en,0.0009879283654421372
du cours,0.0009873487800503551
https chat,0.0009867466219728102
go,0.0009852661487706295
chance,0.0009851589864168266
quelles conditions,0.0009847107177019439
quelles,0.0009847107177019439
public quelles,0.0009847107177019439
ouvert au,0.0009847107177019439
seminaire est,0.0009847107177019439
citadel_uvbf le,0.0009847107177019439
organisee,0.0009841432440186888
bien organisee,0.0009841432440186888
etape,0.0009827870234743153
mettre,0.0009826670192216234
moi est,0.0009822272254545437
apres la,0.0009819759077591514
tv,0.0009816643663830627
explication des,0.0009816501783474223
hausse,0.0009815903258190135
universitaires,0.0009812209358656745
calendrier,0.0009799782039779609
des nouveaux,0.000978475029693719
bonne et,0.0009772938178984243
une procuration,0.0009772938178984243
une tierce,0.0009772938178984243
disposer une,0.0009772938178984243
en bonne,0.0009772938178984243
procuration,0.0009772938178984243
procuration en,0.0009772938178984243
devez disposer,0.0009772938178984243
et due,0.0009772938178984243
due,0.0009772938178984243
tierce personne,0.0009772938178984243
due forme,0.0009772938178984243
personne vous,0.0009772938178984243
tierce,0.0009772938178984243
lien suivant,0.0009769811582001579
dediees,0.000976556219733868
la rencontre,0.000976089345433909
programmes,0.0009745725297949635
google,0.0009742098015946474
duree,0.0009739435308301594
le bon,0.0009735265154330884
relever,0.000973417825644853
defis relever,0.000973417825644853
nous vous,0.0009730695113284218
principales,0.0009730118390623478
docteur,0.0009720708042688285
au plus,0.0009717330872173059
mot,0.000971358942659909
aux cours,0.000970740413708141
LA,0.0009705802042711635
adresse,0.0009699109909383286
difficultes en,0.0009692310618964824
africadigitalcampus,0.0009686564095728978
i3 la,0.0009682214322386588
i3,0.0009682214322386588
table et,0.0009678861574717864
ligne bit,0.0009674974079931179
logiciels,0.0009671027607842803
aimerais,0.000966970327274481
tant qu,0.0009667579274513975
plus la,0.0009667040132220353
vraiment pas,0.000965405337408318
73,0.0009653181806668885
alors que,0.000965051890665757
education et,0.0009649943650304027
citadel un,0.0009644187432443261
abord,0.0009643267832108945
marques,0.0009642535207705329
ordinateurs marques,0.0009642535207705329
universite virtuel,0.000964145218694881
