feature,importance
10,0.003040543867253849
disponibilite des,0.0030400695204184564
la non,0.0030400415130402425
le retard,0.003039866298645836
plus informations,0.0030383751293993786
les enseignants,0.0030339217681685155
avec les,0.003031543209797497
differentes,0.0030248161790562703
megas,0.0030226238939944383
lieu,0.0030206519007983687
karpala de,0.0030188473010004796
insuffisance,0.0030185776400627065
universite joseph,0.0030168996279680504
dire,0.00301428081251585
des enseignants,0.003008976832130294
inscription bit,0.0030078012441553037
etudiants en,0.0030031770431752118
notre site,0.0030020268809571793
la composition,0.0029968613546230882
enseignement probleme,0.002994119732465673
titre de,0.002979106797684131
jour,0.0029790103860341493
premiere,0.002967567243534441
manque,0.0029606426538304775
le temps,0.0029602362158401654
qui est,0.0029582373628548523
tu es,0.002956395577789583
cas,0.002946478262669092
seront,0.0029399991304173007
peuvent,0.002936462691468444
se font,0.0029295490764301236
dispenser,0.002929409649563352
nouveaux,0.002925650227638681
et en,0.002923379271501595
auf,0.0029154985616397988
uvciv,0.002915301886693225
qu ils,0.0029145158269925533
compte,0.0029074159553558014
car,0.002906635234439439
whatsapp,0.002900016589495817
digital,0.0028899225303915216
universite de,0.0028890196145216884
rentree2024,0.0028865754166326786
ya,0.0028674439570154546
donnees,0.002865394786389714
les difficultes,0.0028576340711818156
au titre,0.0028571034444945464
pr,0.002853021171231575
candidatures pour,0.0028494553636029753
de dispenser,0.0028408044182759535
recu,0.002840024886890908
professeurs,0.0028390142388094925
accueil,0.002837323586900497
informations sur,0.0028335649090803854
fr uvbf,0.002833454583898963
de certains,0.0028280152067701033
me,0.002814464183859374
civedu,0.0028069836225311133
en afrique,0.0028065049166957987
burkina_faso,0.002805226452451203
permet,0.0027995574034223375
facebook,0.002796945621928719
si on,0.0027910834334083055
foner,0.002782192083344211
etudes,0.002776723447979005
decembre,0.002776285443307871
les autres,0.0027748113510151396
24,0.0027711392255551325
burkina_faso universite,0.0027386998924991066
est la,0.0027334972799419235
bon,0.0027283780426757068
cours se,0.0027273672223237597
public,0.0027258021013718665
partir,0.0027256984206348745
par exemple,0.0027197236541062317
exemple,0.0027197236541062317
ainsi,0.002712565358714191
2021,0.0027103899379989933
pour suivre,0.002709924323461771
disponible,0.0027032743386391413
ont pas,0.002698020867989791
au burkina,0.002694361773025283
prise,0.00269290611679091
communication,0.0026918684443957494
porte,0.002691285888411676
entre,0.002688221858565906
19,0.0026881261729378323
membres,0.002683265314569976
comprendre,0.0026808266742110263
avec la,0.0026752721036755332
ouvert de,0.0026680996684356447
dossier,0.002665308033676543
possibilite de,0.0026617209983053514
pour des,0.0026590069788087205
suis,0.002656533199162884
vendredi,0.002653037357692836
surtout,0.0026455386512650044
pour un,0.002641648433779797
fin,0.0026379761370355524
felicitations tous,0.0026360459676565665
travail,0.0026197109628916145
travers,0.0026150632598505117
les resultats,0.0026114340966697054
le probleme,0.0026101776918152106
ci,0.002608924850490221
qu il,0.002606949657061445
est le,0.0026031806156073278
campus,0.0026026851593955857
est une,0.0025994486055238575
soutien,0.002594995467567047
https www,0.0025898969744466045
burkinafaso,0.0025892979645417108
de ia,0.0025856836415842736
13,0.0025817158113681645
qu on,0.002578247350093584
differents,0.0025761296485119324
disponibles,0.00257593700271345
ouverture de,0.0025751738014053996
flexibilite,0.0025703603716652574
une universite,0.002564853563575521
livraison,0.0025617344946714947
egalement,0.0025573672372768627
remise,0.0025468895102949696
25,0.002544862079273009
souscrit,0.0025441562710022438
octobre 2024,0.00253945928123386
manque de,0.0025391550306806308
cet,0.002538800809209435
partir de,0.0025360461676057267
21,0.0025350349736029546
formulaire,0.002533302949953533
candidature pour,0.002532392890985533
toutes les,0.002531624055271847
des maintenant,0.002525743792775716
site web,0.002525157724665299
complementaire,0.002525133508717864
retrait,0.002522030038222276
candidats,0.0025214334979452996
gmt,0.002517284331144817
pour une,0.0025133696355836887
etudiant ordinateur,0.0025125410563178415
remise des,0.002510494305929027
du au,0.0025048495798412514
dessous,0.0024936397349047
ci dessous,0.0024936397349047
ceux,0.0024895887709169896
appel candidatures,0.002487660029605226
offre,0.002481359230532628
recrutement complementaire,0.002478195915465713
machine,0.0024692127987340357
bourses,0.0024642559471034155
qui ont,0.0024633476689440077
que je,0.002456669706639805
recherche et,0.0024562071256218772
education,0.002455403663571391
club,0.0024409097652833694
prise en,0.0024344009119213893
rattrapage,0.00243428429673221
comprehension,0.0024268974331832774
arrive,0.002424789670583504
connexion internet,0.0024222871480332167
le developpement,0.002417889245236989
master en,0.0024169851098942378
ce que,0.002416393682802491
moins,0.0024155586620488354
02,0.002414737784696045
assistance,0.00241440063230647
africa,0.0024143342028934292
note,0.0024124936275539475
85,0.0024103446320599044
numeriques,0.0024060293924847804
seulement,0.0023903939156757078
youtube,0.002382500289740989
du jour,0.002379370808624605
vous est,0.0023778934364383788
communaute,0.0023714682988055986
licence,0.0023651526391290888
correction des,0.002365105736463202
pour vous,0.0023623083598906473
surveillants,0.0023618016246181876
sera,0.0023583959322121123
juillet,0.0023566915946008748
ordinateur campusfaso,0.0023542162116414276
en intelligence,0.00235268483452135
virtuelle tu,0.0023358064672066897
plateforme au,0.0023358064672066897
citadel talk,0.002335137417651668
talk,0.002335137417651668
sont pas,0.002331601503900302
pays,0.0023307053544246578
sur table,0.002328467600219394
table,0.002328467600219394
dispenser les,0.002327031082699103
je suis,0.002326582699472948
pendant les,0.0023245605693908177
la connaissance,0.0023224980567613067
droit,0.002320063641469609
indabax,0.002319940044305605
com uvbf,0.002319708249830249
moment,0.0023175270395921995
genie,0.0023126989070366786
maintenant sur,0.002299591686651744
seminaire,0.0022977957711465304
cause,0.0022924881340321856
les ordinateurs,0.002291287925580528
de rattrapage,0.0022870680602756184
08,0.0022841460655929633
plusieurs,0.0022839931913587403
en plus,0.0022771213915955945
president de,0.0022690386197369884
systeme,0.002268538517395708
une semaine,0.002267133729343544
place,0.002265344694226345
00,0.00226431479663316
www campusfaso,0.002263229797968394
mise,0.0022623561865457668
faut,0.0022617218124841754
sur ordinateur,0.0022579135132286573
inscriptions,0.0022575225561088925
du programme,0.0022573388651791525
bf universite,0.0022555496561361605
comment se,0.0022551254456951307
filiere,0.002252373757257394
defis,0.0022467333801867734
30,0.0022465235699356905
pris,0.0022402463246816574
la possibilite,0.0022362078654173554
avec universite,0.0022322596309716147
universite_jkz,0.00223093217888983
acces la,0.002230901451843726
retour,0.0022274115520167464
erreurs,0.0022270740543477406
cours distance,0.0022247739762917035
ordinateur universite,0.0022226081330703478
prendre,0.0022217471676385316
avec le,0.0022205686183183653
hommes,0.002213762761611122
le cadre,0.00221149083082004
et des,0.002210537153036737
est souvent,0.002210167053431013
chers,0.002207455011309597
oriente,0.002196975448869487
tant,0.0021961845805112973
apprecie beaucoup,0.00219051033868583
nouveaux etudiants,0.002183982763676458
mars,0.002179676127970577
1er,0.0021767468182353083
insuffisance des,0.002168822622616833
modules,0.0021598266815715996
peux,0.0021577399943280805
liees,0.002157560927264758
activites,0.0021508508592963218
niveau de,0.002150737964438484
atelier,0.0021485653824796416
niveau des,0.0021461479361579976
forms,0.0021451602888200947
de donnees,0.0021449958176232914
il faut,0.0021448436653948603
subventionnes,0.0021444163793636548
devoir,0.0021423206315274988
ici https,0.0021398386339493416
siege,0.0021359635267710173
techniques,0.0021346749771002046
apprendre,0.0021340108918927567
des difficultes,0.0021326121971251277
reseau,0.002131231224258758
tutoriels,0.0021292068624698102
de suivre,0.002129204225579498
fois,0.002120471340961873
souscrit des,0.0021174068116062983
oriente uv,0.0021174068116062983
es oriente,0.0021174068116062983
ainsi que,0.002116837526697618
bacheliers,0.002115459637847257
le lien,0.002113475086549501
devoirs en,0.0021071035722118733
revoir,0.002106811435247033
porte la,0.0021060960581794365
bientot,0.002105980227208721
cadre de,0.0021046566272086217
ecole,0.002103128899239524
premier,0.0021005453972938373
par le,0.002099424894521968
retrouvez,0.0020991768720203616
conditions,0.002099048024260365
27,0.0020990402635774645
14,0.002098509525903739
forme,0.002098349794433251
rentree2024 uv,0.0020931045552518342
continuer,0.002092592214288606
et innovation,0.002084719422609647
enseignement la,0.0020835958042215094
gle,0.0020823849218761146
forms gle,0.0020823849218761146
un appel,0.0020743313843353747
ne sont,0.0020686564494308826
pour nous,0.002068013059728187
par les,0.002066896293336645
uvbf ouverture,0.0020650914158808855
le retrait,0.002064614385656532
etudiant en,0.00205157717377661
auf burkina,0.0020500225968011487
opportunite,0.002048762087790491
il ya,0.0020484851384714483
difficiles,0.0020472403453712725
fevrier,0.0020453180357860434
la remise,0.0020450689712385346
problemes de,0.0020447013982747685
bienvenue,0.0020439636116269446
centre,0.0020432309490653363
recuperer,0.0020406714833615955
sciences,0.002039767875710912
eux,0.002039425757008652
ordinateur et,0.002038993682502008
web https,0.0020375427835055073
de faire,0.0020355253823255994
disposition,0.002034395845342863
live,0.002034174369879224
de appel,0.002033901238431157
invitation,0.002029320027507338
talk invitation,0.002029320027507338
personnel,0.0020287281209283186
liste,0.0020278019112783927
faciliter,0.00202688673857544
inauguration,0.002025076926939988
inauguration de,0.002025076926939988
on peut,0.0020247806390099043
beaucoup de,0.00202104969276962
superieur recherche,0.002017809175895282
faso universite,0.0020143733588403926
que la,0.002012977296135972
bonnes,0.002010914608121774
plateforme lors,0.0020108707996227405
nouvelle,0.0020084208263526724
sante,0.0020054311064519447
decouvrez,0.0020041379911967363
pas recu,0.0020036781781145674
enseignant,0.0019996520437480583
subventionnes par,0.001985683272921192
par etat,0.001985683272921192
uv souscrit,0.0019819916881252085
plateforme les,0.0019803019535392565
selon,0.0019778764278739567
pouvoir,0.0019752222908402833
29,0.0019751641161448413
reconnu,0.0019746608573742866
autre,0.001973585586525239
sida idrc_crdi,0.0019734175343360623
lance un,0.001972000687980967
les nouveaux,0.001970740055803601
cours est,0.001967448932526456
de cours,0.001967259310451728
faso inauguration,0.0019593863733796822
et aussi,0.0019572602229899127
difficile,0.001956871163546198
sont tres,0.001956388154221193
mai,0.0019498277570704702
zongo,0.0019495953387037531
leurs ordinateurs,0.0019464482009206154
sida openburkina,0.0019461363209116833
idrc_crdi ai4dev,0.0019461363209116833
donc,0.0019432517973348579
passer,0.0019431442433376644
chose,0.0019430040417023015
de composition,0.0019427180178139655
listes,0.001941387886960626
la mise,0.0019404448129023409
info,0.001939521699697682
be,0.001938751888763725
youtu be,0.001938751888763725
youtu,0.001938751888763725
fellow,0.0019381510288713059
as,0.0019368022574779626
de travail,0.0019328617409584746
net,0.0019308264364806885
video,0.001922581727416853
12,0.0019204032561861387
2022 universite,0.0019198027761557547
mega,0.001918624596062111
ameliorer,0.0019170834847827732
meilleur,0.001916423743795936
aller,0.0019156301452005011
un peu,0.0019152300247882346
ministre,0.001914535424012304
php,0.0019142368570584216
atelier de,0.0019136088965795643
etudiants dont,0.0019127059049247244
les noms,0.0019094900890694595
noms,0.0019094900890694595
orientations,0.0019087289171408877
aout 2023,0.0019064766350839
le president,0.0019054362209065905
suivi,0.0019048236530281387
ocomar,0.0019033436452157737
ocomar gugustt,0.0019033436452157737
gugustt,0.0019033436452157737
de ouagadougou,0.0019024012106317616
logiciel,0.0019001690798239668
genie logiciel,0.0019001690798239668
les listes,0.0018988349190151596
de certaines,0.001895302672226016
enseigner,0.0018924236290044486
delegation,0.0018902292393312263
15h,0.001890019158092773
rythme,0.0018884685474278799
sur dossier,0.0018883253787066578
dr,0.0018869847048529678
uvs_senegal,0.0018868951635515991
jusqu,0.001885166999815834
souvent la,0.001883698205242903
lundi,0.0018831065734916965
jeudi,0.0018813175934943895
journee,0.0018758963355652812
est un,0.0018693174026290329
toujours pas,0.001869044621739056
les differentes,0.0018670015017756372
presentiel,0.0018666529293443583
au 21,0.001864326637225402
aussi la,0.0018640514705776105
mardi,0.001863449047251947
suivant,0.0018619886546412856
burkinabe,0.0018576892966695952
merci de,0.0018554788320206239
sejour,0.0018548846420088096
toute,0.0018465482740294774
la semaine,0.001844000679600198
ministere,0.0018397518712327436
arrive pas,0.001838346941301183
nb,0.0018339093341512933
participer,0.0018310314419359489
sim,0.0018310299019852544
youtube com,0.0018290074533709978
competences,0.0018275215759121983
accompagnement,0.0018239094673028855
de licence,0.001816482865771779
programmation,0.0018143596678255442
en pleine,0.0018132571907622365
pleine,0.0018132571907622365
reponse,0.001811001954673194
lors de,0.00180916753845621
facilite,0.0018082024779638157
le formulaire,0.0018054381628872297
26,0.001805162603822095
espaces,0.0018010779169629863
learning,0.0017965761955749961
savoir plus,0.0017953258881727298
semaine subventionnes,0.0017944720357981633
livraison en,0.0017944720357981633
etat 85,0.0017944720357981633
deroulement,0.0017939757968309933
tu as,0.0017883117878819464
les problemes,0.0017872907616274525
accessible,0.001787164145765172
personne,0.0017858585242268782
main,0.0017853987056264608
en main,0.0017853987056264608
mieux,0.0017836657152660747
orange,0.0017810890431159932
des resultats,0.0017794658284826094
plus de,0.0017781037595627589
septembre 2024,0.0017762199183446886
ligne les,0.001774835514838639
francebleu fr,0.0017730454617944657
francebleu,0.0017730454617944657
janvier,0.001770197376664722
quelques,0.00176974149882129
zerbo universite,0.0017682276623036113
sur intelligence,0.0017653666263633642
session de,0.0017635968334615575
annee de,0.0017622310114547028
premiere annee,0.0017584380898510521
resultats de,0.0017556483142830185
organise,0.0017552689564294425
instabilite,0.001754345429792364
des espaces,0.0017543449011101994
espaces numeriques,0.0017543449011101994
mise en,0.0017540045918864385
possible,0.0017502311452549369
centre excellence,0.0017498755585346744
dimanche,0.0017492702101834217
geomatique,0.0017451025228895744
ministere enseignement,0.0017441520835805597
puce,0.001743929569629475
va,0.0017411850214126426
le cours,0.0017408624913212453
la flexibilite,0.0017401447546842132
monde,0.0017375147007587157
dipama,0.0017369107585421559
lancement officiel,0.00173512209432971
de prise,0.001728415257774144
donnees et,0.0017273089924524138
lien https,0.0017213527300453271
qui sont,0.0017200058012377068
en presentiel,0.0017195770786238675
jean,0.0017189064394973143
selectionne,0.00171728679471036
cohorte,0.0017172524655218466
envers,0.0017167261297506835
bourses de,0.0017150886875762497
responsables,0.0017138507607912274
0uqab4,0.001713286937358616
consulter,0.0017119794573776173
insuffisants,0.0017115388785974447
uvbf pour,0.001708366680213487
doit,0.001707874941491406
projet de,0.0017055669884928452
details,0.0017045542925222261
choix,0.0016991713620715073
il pas,0.0016990839601356289
cours les,0.0016990757389509512
encore,0.0016990447314693088
civedu apres,0.00169709070958779
organisation,0.0016946409798781724
passe,0.00169320949828788
deroulement des,0.0016888209902829509
participation,0.0016887614506667357
prix,0.001686463610336269
interdisciplinaire,0.0016854922791432012
maitrise,0.0016846079663775826
partager,0.0016814900805431528
la communaute,0.0016796830631644476
novembre,0.0016792598085197123
forum,0.0016791860710888536
reclamations,0.0016770564076542143
ceux qui,0.0016766764720683306
wifi,0.0016759518852618154
tp,0.0016756431743212103
est tres,0.0016756039200149792
bobo,0.0016729269869003496
technique,0.001670986234680338
date,0.0016698989239183188
beneficier,0.0016683766101194312
en tant,0.0016673549445300221
bf livraison,0.0016665326741842567
visite,0.0016660900066848919
ouverte,0.0016652150733154668
14h30,0.0016646168185749884
le programme,0.0016546507812280112
universite nazi,0.001654173799846579
nazi,0.001654173799846579
nazi boni,0.001654173799846579
boni,0.001654173799846579
service,0.0016527616528132945
etudiants qui,0.0016526772090557514
https forms,0.0016509442106515122
fiable,0.0016496735295018709
faso et,0.0016486325414373018
figurent,0.0016470616527030787
listes ci,0.0016470616527030787
source,0.0016469926460429105
presence,0.0016466628793025786
edition,0.001643090183152344
en place,0.0016424518037447475
connexion est,0.001642273077104281
semaine de,0.0016417056800763958
outils,0.0016398235127403646
un ordinateur,0.0016394013796348762
faso https,0.0016362762414658648
cette universite,0.0016356479255422332
initiative,0.0016336724212972003
docteurs,0.0016334446945545531
plaisir,0.0016328657845311094
inefficacite,0.0016323768392726248
des notes,0.0016314022145574195
outil,0.001630780000445938
excellence en,0.0016306265281696292
aide,0.0016296933037625624
programmation des,0.0016266187888062415
cycle,0.0016237669930434877
2020,0.001621915309615936
donne,0.0016217002864159164
bourse,0.0016206737737944016
de ses,0.001619343209864385
wacren,0.0016185698424292768
la programmation,0.0016140517519614402
chez,0.001612443775374155
communique,0.001611521325032057
22,0.0016107410292065165
lien est,0.0016055985695819647
partage,0.0016049356482258931
retard des,0.0016038912021272339
enfants,0.001603031546744966
23,0.0016022541431146373
dans certaines,0.0016019267079445303
instabilite de,0.0016005763645242576
informe,0.0016002358157976588
publiques,0.0016000523530601623
universites publiques,0.0016000523530601623
est de,0.0015986038746738688
merci tous,0.001595359071640468
aux etudiants,0.0015887087009383415
etudiants la,0.0015869967078071944
vous avez,0.0015867356880390837
avez,0.0015867356880390837
citadel fellow,0.001583332889354232
compose,0.0015808627880701703
club scientifique,0.0015771960623956434
seance de,0.0015757699867723857
seance,0.0015757699867723857
avantages,0.001574886948303164
passer espace,0.0015737388290231356
recuperer leurs,0.0015737388290231356
ordinateurs se,0.0015737388290231356
figurent sur,0.0015737388290231356
peuvent passer,0.0015737388290231356
noms figurent,0.0015737388290231356
de recuperer,0.0015737388290231356
grace,0.001572037092885894
en premiere,0.0015713058720420252
tout les,0.0015709069650344026
formidable,0.0015693536827492663
master excellence,0.0015681067305932353
07,0.0015674577397402866
enseignement est,0.0015671295418765176
notamment,0.0015667190967672093
en master,0.001566584757081701
cartes sim,0.0015635850489039867
cartes,0.0015635850489039867
2000,0.001562720016106446
equipe,0.0015609578318900752
heures,0.0015599224074271877
envers les,0.0015562909923166218
vendredi 18,0.0015553399478730383
frais,0.0015538956079747131
lenovo,0.0015532745272561939
pas accessible,0.0015518627420033375
composition des,0.001548603843661117
au 15,0.001548149290027306
pour leur,0.0015476916837703966
on est,0.001547628757961739
pedagogique,0.0015468617643321577
limite,0.0015466040942513106
serie,0.0015459067185267486
reponses,0.0015438356339618966
ne pas,0.0015433514997477652
sis,0.0015408080325124184
maniere enseigner,0.0015402298072188405
universite norbert,0.0015379978961452899
norbert,0.0015379978961452899
norbert zongo,0.0015379978961452899
idrc_crdi openburkina,0.0015377198229368123
connexion la,0.0015354876695532853
bf en,0.001532915666773621
uvbf universite,0.0015310195231198207
08h,0.0015296842866631463
de 08h,0.0015296842866631463
deuxieme,0.0015286017153321042
ouaga 2000,0.0015279879763477775
orientes,0.0015264049709648008
decembre 2023,0.0015263123159196023
est bien,0.0015200688516920757
ce qu,0.001519076266659261
pr jean,0.0015168318268588546
jean marie,0.0015168318268588546
marie dipama,0.0015168318268588546
marie,0.0015168318268588546
disposer,0.001515805498484315
